,일시,eocs지역명,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),최소상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),합계 일조시간(hr),일조율(%),최심적설(cm),평균지면온도(°C)
124,2021-01,대전충청,-2.176923076923077,3.476923076923077,-7.638461538461538,67.38461538461539,17.846153846153847,22.107692307692307,1.4846153846153847,7.846153846153846,174.5153846153846,56.59307692307693,1.8461538461538463,-0.1769230769230769
125,2021-01,부산경남,1.3812499999999999,7.1625,-3.8,58.625,13.8125,18.36875,1.84375,8.75,188.0875,60.216875,0.0,1.55625
126,2021-01,서울,-2.4,2.2,-6.8,58.0,19.0,18.9,2.5,8.7,176.4,59.25,5.1,-2.0
127,2021-01,인천,-2.1,1.7666666666666666,-6.033333333333334,62.0,14.0,33.13333333333333,3.3333333333333335,13.700000000000001,161.4,52.546666666666674,18.2,-1.0999999999999999
128,2021-01,전북,-0.64,4.71,-5.76,73.4,21.8,34.489999999999995,1.6800000000000002,9.120000000000001,154.27,49.400999999999996,1.19,1.48
129,2021-01,제주,6.7,9.825,3.45,68.0,34.75,84.225,4.575,13.174999999999999,135.9,42.81,3.3,5.775
130,2021-02,강원,1.7571428571428573,7.821428571428571,-4.042857142857143,53.92857142857143,8.928571428571429,4.964285714285714,2.0571428571428574,8.457142857142857,197.19285714285712,65.12571428571428,0.6357142857142858,2.242857142857143
131,2021-02,경기,1.6199999999999999,8.120000000000001,-4.46,60.6,12.6,9.12,1.78,7.6,193.24,63.775999999999996,1.48,2.32
132,2021-02,광주전남,5.242857142857143,10.664285714285715,0.41428571428571426,63.785714285714285,15.0,32.91428571428572,3.064285714285714,11.592857142857143,171.37857142857143,56.04571428571428,0.8071428571428572,5.621428571428572
133,2021-02,대구경북,3.466666666666667,9.893333333333334,-2.4066666666666667,54.0,14.0,16.85333333333333,2.6333333333333333,10.020000000000001,197.7,64.94933333333333,1.7066666666666666,3.8333333333333335
134,2021-02,대전충청,2.661538461538462,8.738461538461538,-3.146153846153846,59.76923076923077,10.307692307692308,13.600000000000001,1.9,7.907692307692307,193.3153846153846,64.06769230769231,1.1307692307692307,3.3538461538461535
135,2021-02,부산경남,5.44375,11.71875,-0.16874999999999993,54.5625,9.75,37.91875,2.1,8.975,191.18125,62.4925,0.0,5.6312500000000005
136,2021-02,서울,2.7,7.9,-2.2,56.0,18.0,7.1,2.6,7.5,181.0,59.74,4.3,2.3
137,2021-02,인천,1.8333333333333333,6.2,-2.3666666666666667,62.333333333333336,13.333333333333334,7.666666666666667,3.6333333333333333,11.866666666666665,186.66666666666666,61.653333333333336,2.033333333333333,2.2666666666666666
138,2021-02,전북,3.45,9.42,-1.92,65.2,15.2,28.03,2.02,8.93,176.10999999999999,57.824,0.18,3.96
139,2021-02,제주,9.3,13.0,6.025,66.25,23.5,54.650000000000006,4.475,13.350000000000001,160.65,52.1375,0.875,9.35
140,2021-03,강원,7.292857142857143,13.450000000000001,1.7142857142857142,64.21428571428571,10.857142857142858,101.2,1.7285714285714284,8.192857142857143,205.15714285714284,55.26571428571429,3.371428571428571,7.885714285714286
141,2021-03,경기,7.9,14.88,1.8399999999999999,69.0,16.2,106.24000000000001,1.54,7.26,220.94,59.51800000000001,0.06,9.26
142,2021-03,광주전남,9.828571428571427,15.428571428571429,4.807142857142857,71.5,17.071428571428573,136.52857142857144,2.5714285714285716,10.478571428571428,218.27142857142857,58.74357142857143,0.0,11.292857142857143
143,2021-03,대구경북,8.633333333333333,14.56,2.9,65.6,12.933333333333334,97.18,2.1733333333333333,9.246666666666666,194.0,52.45733333333333,0.6933333333333334,10.053333333333335
144,2021-03,대전충청,8.2,14.776923076923076,2.1846153846153844,66.92307692307692,10.153846153846153,90.56923076923077,1.5538461538461539,7.238461538461538,203.45384615384617,54.926923076923075,0.015384615384615385,9.76923076923077
145,2021-03,부산경남,10.3375,16.381249999999998,4.85625,65.8125,13.5,146.675,1.85,8.35625,211.49375,56.93625,0.0,11.6625
146,2021-03,서울,9.0,14.8,4.3,63.0,19.0,110.9,2.4,6.9,213.0,57.37,2.3,9.7
147,2021-03,인천,6.8999999999999995,11.433333333333332,3.033333333333333,70.66666666666667,14.666666666666666,87.93333333333334,2.9,10.166666666666666,215.20000000000002,57.97,0.13333333333333333,8.133333333333333
148,2021-03,전북,8.540000000000001,15.190000000000001,2.84,72.0,16.0,95.77000000000001,1.7600000000000002,8.690000000000001,201.65,54.282000000000004,0.0,10.08
149,2021-03,제주,12.525,16.175,9.0,70.25,17.75,140.825,3.625,12.425,192.15,51.682500000000005,0.0,13.7
150,2021-04,강원,11.921428571428573,18.014285714285712,5.95,58.214285714285715,12.428571428571429,102.7,1.8571428571428572,8.071428571428571,221.56428571428572,55.996428571428574,0.0,14.607142857142858
